date_documented,date,time,described_duration,described_ufo,full_description,city,state,latitude,longitude
11/2/1999,11/16/1996,10:15 pm,45 sec.,,"young man sees disc-shaped obj. w/ ""double dome--top and bottom, w/ red light around middle"" do wild gyrations in n sky.  streaked.",lake city,wa,47.7177778,-122.2825
11/2/1999,11/16/1996,11:10 pm,30 sec.,,husband &amp  wife witness a large ball of light w/ a long green trail streak across sky.  very dramatic sighting.,odessa,ny,42.3366667,-76.7888889
11/2/1999,11/16/1996,11:13 pm,5 sec.,,"man sees very bright orange/red, distinctly round fireball streak across sky parallel to horiz. long tail! not meteor, he thought.",reading,pa,40.3355556,-75.9272222
8/5/2001,11/16/1996,11:14 pm,7 sec.,,2x men see very bright yellow/orange ball of light streak across sky e to w parallel to horizon. not a/c or meteor they thought.,greenwich,ct,41.0263889,-73.6288889
11/2/1999,11/16/1996,11:15 pm,5 sec.,,"man sees a bright yellow, round ball of light w/ green tail stretching from hor. to hor. go slowly from ne to se in w sky. clear sky.",frostburg,md,39.6580556,-78.9286111
11/2/1999,11/16/1996,11:20 pm,3 sec.,,six teenagers on hill witness a bright ball of fire w/ a green/yellow trail streak across the sky.  covered 110 degrees in 3 seconds.,watkins glen,ny,42.3805556,-76.8736111
11/30/1999,11/16/1999,05:30 pm,2 min,,on the 16th thru the 18th i observed numurous meteors from west to east mostly this was part of the m.shower that occurs every 30 years,alpena,mi,45.0616667,-83.4327778
11/30/1999,11/16/1999,06:00 pm,30 - 45 sec.,,"not a ufo, cluster of meteorites.",fulton,mi,42.115,-85.3525
11/17/1999,11/16/1999,06:05 pm,5-10 seconds,,"five bright white lights in a line, traveling west to east in east horizon, two front lights slightly dimmer, lights quivering.",farmer city,il,40.2433333,-88.6425
11/17/1999,11/16/1999,07:00 pm,approx. 2 min.,,my daughter and grandson came to my house at a little after 7. they had just seen a large ufo with green and white lights. it was movin,central lake,mi,45.07,-85.2644444
1/7/2000,11/16/1999,07:02 pm,20 seconds,,7:00 p.m. i was driving north on 1-75. from the west i saw a slow burning fire ball. it was travling west to east. watched it for about,dayton,oh,39.7588889,-84.1916667
11/20/2013,11/16/2013,05:30 am,20 minutes,,"on 11-16-13, between the approx. hours of 05:30  05:50, i was in the deer stand hunting waiting for sunrise when i observed three white",st. george,sc,33.1858333,-80.5758333
3/19/2002,11/17/1995,05:18 pm,2 sec.,,"woman &amp  friend (pilot) see very large blazing yellow/orange ""comet"" streak horiz. e to w, explode. changed course, dropped vert.!",simsbury,ct,41.8758333,-72.8016667
11/2/1999,11/17/1995,10:20 pm,4 sec.,,"young man, while driving n, witnesses dramatic white fireball to east streak n to s.  sees similar red streak n to s in w sky!",basking ridge,nj,40.7061111,-74.5497222
11/2/1999,11/17/1995,10:20 pm,15 minutes,,"woman witnesses multiple red, radiant objs. hovering over her mountaintop farm, then immense white flash.  objs. streaked s (?).",orange,vt,44.1483333,-72.4030556
11/2/1999,11/17/1995,10:26 pm,5 sec.,,"young man reports huge, bright white light, ""w/ green wake,"" pass overhead very fast.  other witnesses stopped cars.",yarmouth,me,43.8005556,-70.1872222
11/2/1999,11/17/1995,10:30 pm,10 sec.,,young woman saw extremely bright white light with green tail streak toward the south.  no sound.,fall river,ma,41.7013889,-71.1555556
11/2/1999,11/17/1995,10:35 pm,2 min.,,"man leaves work at hospital, encounters large ""plate-shaped obj. w/ 3 multi-color rings around it.""  obj crossed road, rose vert.",biddeford,me,43.4925,-70.4538889
11/2/1999,11/17/1995,11:00 pm,3 hrs.,,man repts. witnessing peculiar red and blue flashes over seattle.  one flash filled 180 deg. of sky w/ red light.  observed an orb.,seattle,wa,47.6063889,-122.3308333
11/2/1999,11/17/1995,11:00 pm,3 hrs.,,"young woman repts. witnessing multiple ""flashes of red and blue light"" in and above the clouds.  were to the ne of capitol hill.",seattle,wa,47.6063889,-122.3308333
11/2/1999,11/17/1995,11:30 pm,20 min.,,"young woman in seattle univ. dormitory sees bizarre, pronounced red, pink, blue intense, multiple flashes of light in clouds to east.",seattle,wa,47.6063889,-122.3308333
11/2/1999,11/17/1995,11:30 pm,38 min.,,"2nd seattle univ. student calls to report remarkable ""pink and "" blue flashing lights in, or above the clouds.",seattle,wa,47.6063889,-122.3308333
11/2/1999,11/17/1996,02:30 am,3 sec.,,"2x young men see large triangular obj. w/ lights on corners. dips, rises, several times, then streaks to w.  had ""shimmering effect.""",arcadia,ca,34.1397222,-118.0344444
11/2/1999,11/18/1995,01:15 am,12 min,,"woman repts. daughter encountered intensely bright red, triangular obj. sitting on side of road.  obj. rose, disappeared suddenly.",muskegon,mi,43.2341667,-86.2483333
11/2/1999,11/18/1995,05:40 pm,35 min.,,"woman repts. 2 objs., ""big and small,"" hovering in clear sky to sw.  lights appear to blink or strobe.  other witnesses.",mojave,ca,35.0525,-118.1730556
12/12/2011,11/18/2011,11:20 pm,1 second,,there was a green flash of light over the city of san antonio for about a second on nov 18 at 2320.,san antonio,tx,29.4238889,-98.4933333
11/20/2013,11/18/2013,12:35 am,5 seconds,,"bright electric blue ball of light lights up gibsonton, fl, sky.",gibsonton,fl,27.8533333,-82.3827778
12/2/2000,11/19/1976,11:00 pm,4-5 min.,,"very close encounter in 1976, in arizona, with extremely large craft,seen clearly",sierra vista,az,31.5544444,-110.3030556
11/2/1999,11/19/1995,12:26 am,50 sec.,,"young woman repts. seeing w/ friends a large, round, bright obj. overhead.  filled car w/ green light.  ""pains in head.""",framingham,ma,42.2791667,-71.4166667
11/2/1999,11/19/1995,05:30 pm,5 min.,,"woman, grandson, and several other witnesses rept. approx. 10 shiny objs. maneuvering, reflecting sunlight overhead.  streaked off.",phoenix,az,33.4483333,-112.0733333
11/2/1999,11/19/1995,06:00 pm,3 min.,,"young man hunting sees two peculiar bright lights hovering in sky, ""like planets.""  suddenly they flashed, changed color, moved.",trenton,ia,41.0616667,-91.6372222
11/2/1999,11/19/1995,06:30 pm,2 sec.,,"woman calls after dramatic sighting of ""a red streak of light, w/ blue in middle"" moving se to nw.  width ""as thick as my thumb!""",carson city,nv,39.1638889,-119.7663889
11/2/1999,11/19/1995,06:30 pm,3 sec.,,"woman in car facing e saw very bright, bizarre obj. streak horizontally from l to r.  head was blue, tail was yellow, orange, red.",redding,ca,40.5866667,-122.3905556
11/2/1999,11/19/1995,06:35 pm,3 sec.,,"mufon investigator relays rept. of multiple sightings of bizarre ""meteor.""  multiple newspaper articles.",placerville,ca,38.7297222,-120.7975
11/2/1999,11/19/1995,06:37 pm,10 min.,,"father w/ children witness orange ball of light bob above trees.  suddenly witness streak of white light w/ green tail"" finger wide.",redding,ca,40.5866667,-122.3905556
11/2/1999,11/19/1995,08:45 pm,15 min.,,"youth w/ friend pursue on hwy. 16 ""triangular thing in sky, w/ yellow, blue, and green"" lights. obj. turned abruptly, flew north.",holton,ks,39.4652778,-95.7361111
11/2/1999,11/19/1995,09:50 pm,1 hour,,"family repts. a stationary obj. in night sky that is flashing red, blue, silver.  appears to rotate.  (not inconsistent w/ star.)",olathe,ks,38.8813889,-94.8188889
11/2/1999,11/19/1995,11:06 pm,25 sec.,,"mother heard high-pitch whine pass over house.  daughter witnessed large circular craft w/ multiple circular whitish, yellow lights.",virginia beach,va,36.8527778,-75.9783333
11/2/1999,11/19/1996,11:05 pm,3 sec.,,"woman sees bright ""fluorescent glowing green"" obj. streak across the sky in dir. of airport.  size: 1"" at arm's length  round. bright.",middleville,mi,42.7130556,-85.4619444
11/26/2003,11/19/2003,06:05 pm,30 seconds,,flaring star:  star got brighter 4x that of mars) and then faded gradually to nothing 2 times,lansing,mi,42.7325,-84.5555556
12/12/2009,11/19/2009,05:35 pm,5 seconds,,was not a ufo. just seen a fireball and it left about 5 fireballs behind it and then disintegrated. norhteast sky. i was travelling wes,rushville,il,40.1211111,-90.5630556
8/30/2013,11/19/2012,01:00 pm,seconds,,possible ufo object seen in 1 photo of a series,asheville,nc,35.6008333,-82.5541667
11/20/2013,11/19/2013,07:00 pm,5 minutes,,"bright red/blue/red lights at mid-point in sky, lights in a vertical formation. no sound. moving very slowly in western direction.",covington,tn,35.5641667,-89.6463889
11/19/1998,1/1/1977,02:30 am,2-3 years,,possible abductions when i was a kid living in ct. in the middle of the night i would be forcibly floated out of house by short people,new canaan,ct,41.1466667,-73.4952778
11/20/2001,1/1/1995,10:45 pm,2 minutes,,"telephoned report:  man witnessed a motionless point of light, which then began moving to north and disappeared from sight.",anaheim,ca,33.8352778,-117.9136111
11/2/1999,1/1/1996,07:10 am,35 min,,4 adults see 4 lights move erratically for 35 min.  then 5 silent boomerang ships w/ glowing silver underbellies fly by in v formation!,phoenix,az,33.4483333,-112.0733333
11/2/1999,1/1/1997,08:30 pm,10 min.,,"woman &amp  daughter rept.  4-5 objs. with red, blue, and white lights.  close to ground in fog.  moved very fast. (no written rept.)",clatonia,ne,40.4652778,-96.8494444
1/31/2011,1/1/1999,03:00 am,2 minutes,,close encounter,bauxite,ar,34.5555556,-92.5211111
2/14/2006,1/1/2006,03:45 pm,5 to 10 min.,,"bright light in early sunday afternoon sky, looking west nothing else in sky but the sun.",castle rock,co,39.3722222,-104.8555556
2/4/2013,1/1/2010,03:00 am,5-7 minutes,,please take the time to read my entire story as it gets quite interesting.  what i am writing is not for my personal satisfaction of pu,van alstyne,tx,33.4213889,-96.5769444
1/10/2014,1/1/2014,12:00 am,12 minutes,,the stars were alive.,colorado springs,co,38.8338889,-104.8208333
11/2/1999,11/20/1995,06:15 am,2 sec.,,mufon state dir. relays rpt:  postal empl. heading w on highway witnesses very large white w/ green tail streak vert. to horizon.,belle fourche,sd,44.6713889,-103.8516667
11/2/1999,11/20/1995,07:12 pm,20 sec.,,"woman repts. her husband had just witnessed two bizarre ships, ""a round one, and a long torpedo-shaped obj.,"" pass overhead.",sumter,sc,33.9202778,-80.3416667
11/2/1999,11/20/1995,08:25 pm,1 minute,,"woman, friend,  observe very large obj. in sky w/. bizarre lights.  stationary at first, then began to drift to w.  no sound.",federal way,wa,47.3225,-122.3113889
11/2/1999,11/20/1995,09:50 pm,2 sec.,,"woman reports witnessing peculiar lights in w sky, which suddenly disappeared from sight.  lights ""looked round.""",bremerton,wa,47.5675,-122.6313889
11/2/1999,11/20/1996,10:30 pm,8 min.,,"man &amp  wife witness large white light in distance.  grows larger, descends, passes directly overhead.  big disc.  dog, cats very upset.",north port,fl,27.0438889,-82.2361111
1/10/2009,11/20/2008,04:30 am,90 sec,,tremendously wide v shape object connected by lights spotted over winchester avenue north-west pattern,memphis,tn,35.1494444,-90.0488889
1/10/2009,11/20/2008,10:15 pm,< 1 minute,,"possible meteor, however light rose then accelerated rapidly across sky flaming then went out.",ft. myers,fl,26.6402778,-81.8725
11/2/1999,11/21/1995,06:00 pm,5 min.,,"young man&amp mother  2 intensely bright white lights, side by side, moving erratically across sky.  green flashes, sonic",peyton,co,39.0288889,-104.4825
11/2/1999,11/21/1995,10:00 pm,2 min.,,"woman &amp  neighbor witness bizarre obj. pass overhead.  obj. had long wings, ""like a glider,"" w/ 8-9 lights on each. it folded wings!!",memphis,tn,35.1494444,-90.0488889
12/2/2013,11/21/2013,11:35 pm,5 minutes,,strange humming noise outside house.,mukilteo,wa,47.9447222,-122.3033333
11/2/1999,1/12/1995,12:45 am,20 min.,,"four adults witness bright, multi-colored object moving above thin overcast. suddenly flared, then disappeared.",snohomish,wa,47.9130556,-122.0969444
11/2/1999,11/2/1996,05:00 am,12 min.,,"2x turkey hunters notice a very bright, round light in sky.  obj. suddenly breaks into 8-10 individual lights.  center translucent.",new albany,pa,41.6,-76.4422222
2/14/2010,1/12/2010,07:00 pm,3-4 minutes,,"bright orange, flickering, upside down teardrop shape, moving fast, no audible noise over s.w. wichita, ks",wichita,ks,37.6922222,-97.3372222
3/4/2008,11/22/2007,09:00 pm,1 hour,,"white globe type lights circulating and converging.  ((nuforc note:  possible advertising lights, we wonder?  pd))",lewes,de,38.7744444,-75.1397222
11/2/1999,11/23/1996,07:30 pm,5 min.,,"fem. empl. of sheriff's off. on way to work sees large, round obj. w/ bright lights rotating, moving in w sky. very prominant, strange.",french camp,ca,37.8841667,-121.27
11/2/1999,11/23/1996,08:45 pm,30 min.,,"woman, daughter,3x other cars witness large, spherical obj. rotating in night sky. 100x bright lights. changed rotation dir.",stockton,ca,37.9577778,-121.2897222
11/2/1999,11/23/1996,09:40 pm,18 min.,,woman &amp  daughter witness 3 lights circling in sky above car  follow car for several miles.  suddenly wink out.  (advertising lights??),kingsville,oh,41.8908333,-80.6763889
12/9/2003,11/23/2003,10:30 pm,5 seconds,,"freak seattle lightning strike on or about 11/23, similar event in other west coast locations.",seattle,wa,47.6063889,-122.3308333
12/2/2013,11/23/2013,04:45 pm,5-10 seconds,,two bright lights in santa paula.,santa paula,ca,34.3541667,-119.0583333
8/5/2001,11/24/1996,04:50 am,30 min.,,"couple sees ""a bunch of bright lights, flashing"" in the night sky.  ""it looks like a walnut."" cluster reptd. to move across the sky.",poway,ca,32.9627778,-117.035
11/2/1999,11/24/1996,07:30 pm,60 sec.,,"nat. weather serv. meteorologist repts. peculiar, round,  orange obj. in s sky.  ""like orange of space shuttle exhaust."" not star.",bismarck,nd,46.8083333,-100.7833333
1/10/2009,11/24/2008,08:30 pm,3 second,,"while driving southwest on i-88, we saw the western sky illuminate as if cloud-cloud lightning, but sky was clear and temp was in the 3",moline,il,41.5066667,-90.515
12/12/2009,11/24/2009,08:20 pm,less than 5 sec,,"i observed an extremely bright fireball.  it was heading nnw from the nne, about 20 degrees above the horizon.",miami,fl,25.7738889,-80.1938889
11/2/1999,11/25/1995,08:01 pm,2 sec.,,"two young boys witness 2 bright, white oval objs. streak to e, then to ne below the clouds.  objs. were very bright.",woodland,ca,38.6786111,-121.7722222
11/2/1999,11/25/1996,08:00 pm,4 min.,,"man returns to site of previous sighting 26oc96.  sees 3x cyl.-shaped objs.in triangular formation, streak overhead  then 8x more.",monterey,ca,36.6002778,-121.8936111
12/12/2009,11/26/2009,07:00 pm,30 seconds,,2 bights lights  traveling together faster than an airplane  then suddenly fading and disappearing,lake toxaway,nc,35.1322222,-82.9341667
11/2/1999,11/27/1996,07:30 pm,5 sec.,,"woman reports witnessing a distinctly green flash of light, followed by a second identical flash.  very strange in appearance.",seattle,wa,47.6063889,-122.3308333
11/2/1999,11/28/1995,09:00 pm,38 min.,,"faa employee calls regarding a shimmering, very colorful, stationary light in the eastern sky.  (twinkling star??)",palm springs,ca,33.8302778,-116.5444444
11/2/1999,11/28/1995,09:30 pm,15 sec.,,"software engin. witnesses ""stripe"" of green light in n/s orientation across sky above scudding clouds. (adv. laser light rptd. 28no.)",bellevue,wa,47.6105556,-122.1994444
11/2/1999,11/28/1996,09:00 pm,3 sec.,,"a young man repts. seeing a ""star"" in the n sky move horizontally, and then suddenly drop vertically very fast.  very prominent.",bellevue,wa,47.6105556,-122.1994444
12/23/2002,11/28/2002,06:15 am,10-15 sec,,fiery debris enters atmosphere.,renton,wa,47.4830556,-122.2158333
12/23/2002,11/28/2002,06:20 am,1 to 2 min,,this was probably some object entering the earth's atmosphere.  it traveled from the western horizon to the eastern horizon.  it starte,medical lake,wa,47.5730556,-117.6811111
